1805.11.04_CaledonianMercury_0002,1805.11.01_TheMorningChronicle_0003
1805.11.27_TheAberdeenJournal_0003,1805.11.21_CaledonianMercury_0004
1805.11.28_CaledonianMercury_0002,1805.11.25_TheMorningChronicle_0003
1805.11.28_CaledonianMercury_0003,1805.11.23_Jackson'sOxfordJournal_0002
1805.11.28_CaledonianMercury_0004,1805.11.27_TheAberdeenJournal_0002
1805.11.28_TheDerbyMercury_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.11.28_Trewman'sExeterFlyingPost_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.11.28_Trewman'sExeterFlyingPost_0003,1805.11.25_HampshireTelegraphandSussexChronicleetc_0002
1805.11.30_CaledonianMercury_0002,1805.11.28_TheMorningChronicle_0002
1805.11.30_Cobbett'sWeeklyPoliticalRegister_0001,1805.11.28_TheMorningChronicle_0002
1805.11.30_Cobbett'sWeeklyPoliticalRegister_0002,1805.11.28_TheMorningChronicle_0002
1805.11.30_Cobbett'sWeeklyPoliticalRegister_0003,1805.11.28_TheMorningChronicle_0002
1805.11.30_Jackson'sOxfordJournal_0002,1805.11.28_TheMorningChronicle_0002
1805.11.30_Jackson'sOxfordJournal_0004,1805.11.28_Trewman'sExeterFlyingPost_0004
1805.11.30_TheIpswichJournal_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.11.30_TheIpswichJournal_0002,1805.11.28_TheMorningChronicle_0002
1805.11.30_TheNewcastleCourantetc_0002,1805.11.26_TheMorningChronicle_0002
1805.11.30_TheNewcastleCourantetc_0004,1805.11.28_TheMorningChronicle_0002
1805.12.02_CaledonianMercury_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.02_CaledonianMercury_0002,1805.11.30_TheMorningChronicle_0002
1805.12.02_CaledonianMercury_0003,1805.11.30_TheMorningChronicle_0002
1805.12.02_CaledonianMercury_0004,1805.11.25_HampshireTelegraphandSussexChronicleetc_0001
1805.12.02_HampshireTelegraphandSussexChronicleetc_0001,1805.11.28_Trewman'sExeterFlyingPost_0003
1805.12.02_HampshireTelegraphandSussexChronicleetc_0004,1805.11.30_Jackson'sOxfordJournal_0002
1805.12.03_TheHullPacket_0001,1805.11.30_TheIpswichJournal_0001
1805.12.03_TheHullPacket_0002,1805.11.28_TheMorningChronicle_0002
1805.12.03_TheHullPacket_0003,1805.11.30_TheMorningChronicle_0002
1805.12.03_TheHullPacket_0004,1805.11.25_CaledonianMercury_0002
1805.12.04_TheAberdeenJournal_0002,1805.11.28_TheMorningChronicle_0002
1805.12.04_TheAberdeenJournal_0003,1805.11.28_CaledonianMercury_0002
1805.12.04_TheMorningChronicle_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.05_CaledonianMercury_0004,1805.11.27_TheAberdeenJournal_0002
1805.12.05_TheDerbyMercury_0001,1805.11.30_Jackson'sOxfordJournal_0002
1805.12.05_TheDerbyMercury_0004,1805.11.30_TheIpswichJournal_0001
1805.12.05_Trewman'sExeterFlyingPost_0002,1805.11.30_Jackson'sOxfordJournal_0002
1805.12.05_Trewman'sExeterFlyingPost_0003,1805.11.30_TheIpswichJournal_0001
1805.12.07_Cobbett'sWeeklyPoliticalRegister_0016,1805.11.26_TheMorningChronicle_0002
1805.12.07_Jackson'sOxfordJournal_0001,1805.11.25_HampshireTelegraphandSussexChronicleetc_0001
1805.12.07_Jackson'sOxfordJournal_0003,1805.11.26_TheHullPacket_0002
1805.12.07_Jackson'sOxfordJournal_0004,1805.11.28_Trewman'sExeterFlyingPost_0003
1805.12.07_TheIpswichJournal_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.09_HampshireTelegraphandSussexChronicleetc_0001,1805.11.28_Trewman'sExeterFlyingPost_0001
1805.12.10_TheHullPacket_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.10_TheHullPacket_0004,1805.11.28_CaledonianMercury_0002
1805.12.11_TheAberdeenJournal_0002,1805.11.16_CaledonianMercury_0004
1805.12.12_Trewman'sExeterFlyingPost_0001,1805.11.28_TheDerbyMercury_0003
1805.12.12_Trewman'sExeterFlyingPost_0002,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.14_Cobbett'sWeeklyPoliticalRegister_0017,1805.11.30_TheMorningChronicle_0002
1805.12.14_Cobbett'sWeeklyPoliticalRegister_0018,1805.11.30_TheMorningChronicle_0002
1805.12.14_Cobbett'sWeeklyPoliticalRegister_0027,1805.11.30_TheMorningChronicle_0002
1805.12.17_TheHullPacket_0001,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.18_TheAberdeenJournal_0002,1805.11.23_Jackson'sOxfordJournal_0002
1805.12.21_Jackson'sOxfordJournal_0002,1805.11.28_Trewman'sExeterFlyingPost_0003
1805.12.25_TheAberdeenJournal_0002,1805.11.23_Jackson'sOxfordJournal_0002
1806.01.04_Cobbett'sWeeklyPoliticalRegister_0007,1805.11.06_TheMorningChronicle_0003
1806.01.04_Jackson'sOxfordJournal_0004,1805.11.28_Trewman'sExeterFlyingPost_0003
1806.02.26_TheAberdeenJournal_0002,1805.11.30_CaledonianMercury_0004
1806.03.06_Trewman'sExeterFlyingPost_0003,1805.11.16_Jackson'sOxfordJournal_0004
1806.04.10_Trewman'sExeterFlyingPost_0001,1805.11.28_TheDerbyMercury_0003
1806.05.01_Trewman'sExeterFlyingPost_0003,1805.11.16_Jackson'sOxfordJournal_0004
1806.05.03_CaledonianMercury_0004,1805.11.13_TheAberdeenJournal_0004
1806.05.29_Trewman'sExeterFlyingPost_0003,1805.11.16_Jackson'sOxfordJournal_0004
