1882.12.02_AberdeenWeeklyJournal_0003,1882.12.01_Freeman'sJournalandDailyCommercialAdvertiser_0005
1882.12.03_Lloyd'sWeeklyNewspaper_0011,1882.12.02_TheBristolMercuryandDailyPost_0007
1882.12.03_Lloyd'sWeeklyNewspaper_0012,1882.12.02_TheIpswichJournal_0007
1882.12.03_Reynolds'sNewspaper_0001,1882.12.02_BirminghamDailyPost_0008
1882.12.03_Reynolds'sNewspaper_0002,1882.12.02_TheIpswichJournal_0007
1882.12.03_Reynolds'sNewspaper_0003,1882.12.02_TheBristolMercuryandDailyPost_0006
1882.12.03_Reynolds'sNewspaper_0006,1882.12.02_WesternMail_0004
1882.12.04_AberdeenWeeklyJournal_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.04_AberdeenWeeklyJournal_0003,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_AberdeenWeeklyJournal_0004,1882.12.01_LiverpoolMercuryetc_0008
1882.12.04_BirminghamDailyPost_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.04_BirminghamDailyPost_0004,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_BirminghamDailyPost_0005,1882.12.03_Reynolds'sNewspaper_0008
1882.12.04_BirminghamDailyPost_0006,1882.12.01_GlasgowHerald_0005
1882.12.04_BirminghamDailyPost_0007,1882.12.01_LiverpoolMercuryetc_0003
1882.12.04_BirminghamDailyPost_0008,1882.12.03_Reynolds'sNewspaper_0001
1882.12.04_DailyNews_0002,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_DailyNews_0003,1882.12.03_Reynolds'sNewspaper_0008
1882.12.04_DailyNews_0005,1882.12.03_Reynolds'sNewspaper_0005
1882.12.04_DailyNews_0007,1882.12.01_LiverpoolMercuryetc_0008
1882.12.04_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.12.01_ThePallMallGazette_0001
1882.12.04_Freeman'sJournalandDailyCommercialAdvertiser_0006,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_GlasgowHerald_0004,1882.12.03_Reynolds'sNewspaper_0008
1882.12.04_GlasgowHerald_0007,1882.12.02_ThePallMallGazette_0006
1882.12.04_GlasgowHerald_0010,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.04_LiverpoolMercuryetc_0007,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_LiverpoolMercuryetc_0008,1882.12.01_GlasgowHerald_0005
1882.12.04_NorthernEcho_0003,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_TheBelfastNews-Letter_0006,1882.12.02_LiverpoolMercuryetc_0008
1882.12.04_TheBelfastNews-Letter_0007,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_TheBristolMercuryandDailyPost_0004,1882.12.02_GlasgowHerald_0008
1882.12.04_TheBristolMercuryandDailyPost_0006,1882.12.02_DailyNews_0006
1882.12.04_TheBristolMercuryandDailyPost_0007,1882.12.01_TheBelfastNews-Letter_0006
1882.12.04_TheBristolMercuryandDailyPost_0008,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_ThePallMallGazette_0010,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_WesternMail_0001,1882.12.02_YGoleuad_0001
1882.12.04_WesternMail_0003,1882.12.03_Reynolds'sNewspaper_0004
1882.12.04_WesternMail_0004,1882.12.01_TheBelfastNews-Letter_0006
1882.12.05_AberdeenWeeklyJournal_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.05_BirminghamDailyPost_0006,1882.12.01_DailyNews_0007
1882.12.05_BirminghamDailyPost_0007,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.05_DailyNews_0001,1882.12.04_GlasgowHerald_0010
1882.12.05_DailyNews_0002,1882.12.01_BirminghamDailyPost_0006
1882.12.05_DailyNews_0005,1882.12.04_ThePallMallGazette_0009
1882.12.05_Freeman'sJournalandDailyCommercialAdvertiser_0006,1882.12.04_ThePallMallGazette_0009
1882.12.05_GlasgowHerald_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.05_GlasgowHerald_0005,1882.12.04_ThePallMallGazette_0009
1882.12.05_GlasgowHerald_0007,1882.12.04_DailyNews_0007
1882.12.05_GlasgowHerald_0008,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.05_LiverpoolMercuryetc_0003,1882.12.04_BirminghamDailyPost_0007
1882.12.05_LiverpoolMercuryetc_0007,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.05_LiverpoolMercuryetc_0008,1882.12.01_TheBelfastNews-Letter_0006
1882.12.05_TheBelfastNews-Letter_0002,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.05_TheBelfastNews-Letter_0006,1882.12.01_LiverpoolMercuryetc_0008
1882.12.05_TheBelfastNews-Letter_0007,1882.12.04_Freeman'sJournalandDailyCommercialAdvertiser_0006
1882.12.05_TheBelfastNews-Letter_0008,1882.12.04_ThePallMallGazette_0009
1882.12.05_TheBristolMercuryandDailyPost_0007,1882.12.04_TheBelfastNews-Letter_0006
1882.12.05_TheBristolMercuryandDailyPost_0008,1882.12.04_ThePallMallGazette_0008
1882.12.05_TheIpswichJournal_0003,1882.12.04_TheBristolMercuryandDailyPost_0006
1882.12.05_TheIpswichJournal_0004,1882.12.04_GlasgowHerald_0004
1882.12.05_WesternMail_0004,1882.12.02_TheBristolMercuryandDailyPost_0007
1882.12.06_AberdeenWeeklyJournal_0003,1882.12.04_TheBelfastNews-Letter_0006
1882.12.06_AberdeenWeeklyJournal_0005,1882.12.05_ThePallMallGazette_0006
1882.12.06_AberdeenWeeklyJournal_0006,1882.12.02_LiverpoolMercuryetc_0003
1882.12.06_BaneracAmserauCymru_0002,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.06_BaneracAmserauCymru_0013,1882.12.02_YGoleuad_0006
1882.12.06_BaneracAmserauCymru_0015,1882.12.02_YGoleuad_0016
1882.12.06_BirminghamDailyPost_0005,1882.12.05_ThePallMallGazette_0006
1882.12.06_BirminghamDailyPost_0006,1882.12.05_GlasgowHerald_0007
1882.12.06_BirminghamDailyPost_0007,1882.12.04_DailyNews_0002
1882.12.06_BirminghamDailyPost_0008,1882.12.05_DailyNews_0003
1882.12.06_DailyNews_0002,1882.12.04_BirminghamDailyPost_0006
1882.12.06_Freeman'sJournalandDailyCommercialAdvertiser_0005,1882.12.05_ThePallMallGazette_0006
1882.12.06_GlasgowHerald_0007,1882.12.04_DailyNews_0002
1882.12.06_HampshireTelegraphandSussexChronicleetc_0003,1882.12.04_ThePallMallGazette_0007
1882.12.06_LiverpoolMercuryetc_0001,1882.12.04_BirminghamDailyPost_0007
1882.12.06_LiverpoolMercuryetc_0003,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.06_LiverpoolMercuryetc_0005,1882.12.05_GlasgowHerald_0005
1882.12.06_LiverpoolMercuryetc_0008,1882.12.05_GlasgowHerald_0007
1882.12.06_TheBristolMercuryandDailyPost_0007,1882.12.04_TheBelfastNews-Letter_0006
1882.12.06_TheBristolMercuryandDailyPost_0008,1882.12.05_ThePallMallGazette_0006
1882.12.06_TheDerbyMercury_0001,1882.12.01_TheHullPacketandEastRidingTimes_0001
1882.12.06_TheDerbyMercury_0002,1882.12.02_GlasgowHerald_0005
1882.12.06_TheDerbyMercury_0003,1882.12.05_TheIpswichJournal_0004
1882.12.06_TheDerbyMercury_0004,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.06_TheDerbyMercury_0006,1882.12.04_LiverpoolMercuryetc_0005
1882.12.06_TheDerbyMercury_0007,1882.12.02_TheIpswichJournal_0006
1882.12.06_TheDerbyMercury_0008,1882.12.04_WesternMail_0003
1882.12.06_ThePallMallGazette_0016,1882.12.05_TheBelfastNews-Letter_0002
1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.12.03_Reynolds'sNewspaper_0004
1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1882.12.04_TheBelfastNews-Letter_0008
1882.12.06_WesternMail_0003,1882.12.05_DailyNews_0003
1882.12.07_AberdeenWeeklyJournal_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.07_AberdeenWeeklyJournal_0003,1882.12.06_GlasgowHerald_0004
1882.12.07_AberdeenWeeklyJournal_0004,1882.12.01_LiverpoolMercuryetc_0008
1882.12.07_BirminghamDailyPost_0001,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.07_BirminghamDailyPost_0005,1882.12.06_ThePallMallGazette_0010
1882.12.07_BirminghamDailyPost_0006,1882.12.01_DailyNews_0007
1882.12.07_BirminghamDailyPost_0007,1882.12.05_LiverpoolMercuryetc_0003
1882.12.07_BirminghamDailyPost_0008,1882.12.06_DailyNews_0006
1882.12.07_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.12.06_ThePallMallGazette_0016
1882.12.07_GlasgowHerald_0001,1882.12.02_TheBristolMercuryandDailyPost_0004
1882.12.07_GlasgowHerald_0007,1882.12.06_LiverpoolMercuryetc_0008
1882.12.07_GlasgowHerald_0008,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.07_LiverpoolMercuryetc_0003,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.07_LiverpoolMercuryetc_0007,1882.12.06_DailyNews_0006
1882.12.07_LiverpoolMercuryetc_0008,1882.12.06_AberdeenWeeklyJournal_0003
1882.12.07_TheBelfastNews-Letter_0006,1882.12.05_LiverpoolMercuryetc_0008
1882.12.07_TheBristolMercuryandDailyPost_0007,1882.12.04_TheBelfastNews-Letter_0006
1882.12.07_TheBristolMercuryandDailyPost_0008,1882.12.06_ThePallMallGazette_0010
1882.12.07_WesternMail_0004,1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.12.08_AberdeenWeeklyJournal_0001,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.08_AberdeenWeeklyJournal_0003,1882.12.07_GlasgowHerald_0002
1882.12.08_BirminghamDailyPost_0001,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.08_BirminghamDailyPost_0006,1882.12.01_GlasgowHerald_0005
1882.12.08_DailyNews_0003,1882.12.07_BirminghamDailyPost_0006
1882.12.08_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.12.07_DailyNews_0006
1882.12.08_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.12.07_TheBelfastNews-Letter_0003
1882.12.08_GlasgowHerald_0001,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.08_LiverpoolMercuryetc_0008,1882.12.01_GlasgowHerald_0005
1882.12.08_TheBelfastNews-Letter_0006,1882.12.04_LiverpoolMercuryetc_0008
1882.12.08_TheBristolMercuryandDailyPost_0006,1882.12.02_LiverpoolMercuryetc_0003
1882.12.08_TheBristolMercuryandDailyPost_0007,1882.12.04_DailyNews_0007
1882.12.08_TheHullPacketandEastRidingTimes_0001,1882.12.06_TheDerbyMercury_0001
1882.12.08_TheHullPacketandEastRidingTimes_0002,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.08_TheHullPacketandEastRidingTimes_0003,1882.12.04_TheBristolMercuryandDailyPost_0006
1882.12.08_TheHullPacketandEastRidingTimes_0007,1882.12.05_TheIpswichJournal_0004
1882.12.08_WesternMail_0004,1882.12.06_LiverpoolMercuryetc_0008
1882.12.09_AberdeenWeeklyJournal_0001,1882.12.07_GlasgowHerald_0001
1882.12.09_AberdeenWeeklyJournal_0003,1882.12.08_LiverpoolMercuryetc_0008
1882.12.09_BaneracAmserauCymru_0008,1882.12.02_YGoleuad_0016
1882.12.09_BirminghamDailyPost_0004,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.09_BirminghamDailyPost_0006,1882.12.05_GlasgowHerald_0007
1882.12.09_DailyNews_0001,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.09_DailyNews_0006,1882.12.04_TheBristolMercuryandDailyPost_0007
1882.12.09_DailyNews_0007,1882.12.08_LiverpoolMercuryetc_0008
1882.12.09_Freeman'sJournalandDailyCommercialAdvertiser_0001,1882.12.06_TheDerbyMercury_0001
1882.12.09_Freeman'sJournalandDailyCommercialAdvertiser_0005,1882.12.07_ThePallMallGazette_0001
1882.12.09_GlasgowHerald_0007,1882.12.08_BirminghamDailyPost_0006
1882.12.09_HampshireTelegraphandSussexChronicleetc_0002,1882.12.05_ThePallMallGazette_0010
1882.12.09_HampshireTelegraphandSussexChronicleetc_0003,1882.12.05_DailyNews_0002
1882.12.09_HampshireTelegraphandSussexChronicleetc_0006,1882.12.08_TheHullPacketandEastRidingTimes_0004
1882.12.09_Jackson'sOxfordJournal_0002,1882.12.08_TheHullPacketandEastRidingTimes_0002
1882.12.09_Jackson'sOxfordJournal_0003,1882.12.06_TheDerbyMercury_0001
1882.12.09_Jackson'sOxfordJournal_0005,1882.12.05_DailyNews_0004
1882.12.09_Jackson'sOxfordJournal_0006,1882.12.05_TheBristolMercuryandDailyPost_0006
1882.12.09_Jackson'sOxfordJournal_0007,1882.12.08_TheHullPacketandEastRidingTimes_0007
1882.12.09_LiverpoolMercuryetc_0008,1882.12.04_TheBelfastNews-Letter_0006
1882.12.09_TheBelfastNews-Letter_0002,1882.12.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.09_TheBelfastNews-Letter_0006,1882.12.07_LiverpoolMercuryetc_0008
1882.12.09_TheBristolMercuryandDailyPost_0002,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.09_TheBristolMercuryandDailyPost_0003,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.09_TheBristolMercuryandDailyPost_0004,1882.12.06_LiverpoolMercuryetc_0003
1882.12.09_TheBristolMercuryandDailyPost_0007,1882.12.08_LiverpoolMercuryetc_0008
1882.12.09_TheBristolMercuryandDailyPost_0008,1882.12.08_DailyNews_0002
1882.12.09_TheBristolMercuryandDailyPost_S0001,1882.12.05_TheBelfastNews-Letter_0005
1882.12.09_TheBristolMercuryandDailyPost_S0002,1882.12.04_ThePallMallGazette_0008
1882.12.09_TheBristolMercuryandDailyPost_S0003,1882.12.06_AberdeenWeeklyJournal_0005
1882.12.09_TheBristolMercuryandDailyPost_S0005,1882.12.04_TheBelfastNews-Letter_0008
1882.12.09_TheBristolMercuryandDailyPost_S0007,1882.12.02_LiverpoolMercuryetc_0003
1882.12.09_TheBristolMercuryandDailyPost_S0008,1882.12.08_TheHullPacketandEastRidingTimes_0008
1882.12.09_TheEra_0005,1882.12.08_DailyNews_0002
1882.12.09_TheEra_0007,1882.12.07_TheBristolMercuryandDailyPost_0008
1882.12.09_TheIllustratedPoliceNewsetc_0002,1882.12.03_Reynolds'sNewspaper_0001
1882.12.09_TheIllustratedPoliceNewsetc_0003,1882.12.01_WesternMail_0003
1882.12.09_TheIllustratedPoliceNewsetc_0004,1882.12.03_Reynolds'sNewspaper_0002
1882.12.09_TheIpswichJournal_0002,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.09_TheIpswichJournal_0003,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.09_TheIpswichJournal_0006,1882.12.08_TheHullPacketandEastRidingTimes_0001
1882.12.09_TheIpswichJournal_0007,1882.12.07_DailyNews_0005
1882.12.09_TheIpswichJournal_0008,1882.12.07_BirminghamDailyPost_0006
1882.12.09_TheIpswichJournal_S0001,1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.12.09_TheIpswichJournal_S0002,1882.12.06_GlasgowHerald_0007
1882.12.09_WesternMail_0002,1882.12.07_ThePallMallGazette_0001
1882.12.09_WesternMail_0004,1882.12.01_LiverpoolMercuryetc_0008
1882.12.09_YGoleuad_0001,1882.12.04_WesternMail_0001
1882.12.09_YGoleuad_0011,1882.12.06_BaneracAmserauCymru_0013
1882.12.09_YGoleuad_0016,1882.12.06_BaneracAmserauCymru_0015
1882.12.10_Lloyd'sWeeklyNewspaper_0001,1882.12.05_DailyNews_0003
1882.12.10_Lloyd'sWeeklyNewspaper_0002,1882.12.08_TheHullPacketandEastRidingTimes_0007
1882.12.10_Lloyd'sWeeklyNewspaper_0003,1882.12.03_Reynolds'sNewspaper_0008
1882.12.10_Lloyd'sWeeklyNewspaper_0004,1882.12.06_DailyNews_0003
1882.12.10_Lloyd'sWeeklyNewspaper_0005,1882.12.02_LiverpoolMercuryetc_0003
1882.12.10_Lloyd'sWeeklyNewspaper_0006,1882.12.04_TheBelfastNews-Letter_0008
1882.12.10_Lloyd'sWeeklyNewspaper_0007,1882.12.05_TheBelfastNews-Letter_0008
1882.12.10_Lloyd'sWeeklyNewspaper_0008,1882.12.04_BirminghamDailyPost_0008
1882.12.10_Lloyd'sWeeklyNewspaper_0010,1882.12.03_Reynolds'sNewspaper_0006
1882.12.10_Lloyd'sWeeklyNewspaper_0012,1882.12.07_BirminghamDailyPost_0005
1882.12.10_Reynolds'sNewspaper_0001,1882.12.04_DailyNews_0006
1882.12.10_Reynolds'sNewspaper_0002,1882.12.06_Freeman'sJournalandDailyCommercialAdvertiser_0005
1882.12.10_Reynolds'sNewspaper_0003,1882.12.06_DailyNews_0006
1882.12.10_Reynolds'sNewspaper_0004,1882.12.07_BirminghamDailyPost_0005
1882.12.10_Reynolds'sNewspaper_0005,1882.12.06_DailyNews_0006
1882.12.10_Reynolds'sNewspaper_0006,1882.12.06_DailyNews_0003
1882.12.10_Reynolds'sNewspaper_0007,1882.12.02_TheIllustratedPoliceNewsetc_0004
1882.12.10_Reynolds'sNewspaper_0008,1882.12.04_GlasgowHerald_0004
1882.12.11_AberdeenWeeklyJournal_0001,1882.12.09_TheBristolMercuryandDailyPost_0004
1882.12.11_AberdeenWeeklyJournal_0003,1882.12.09_TheBelfastNews-Letter_0005
1882.12.11_AberdeenWeeklyJournal_0004,1882.12.09_LiverpoolMercuryetc_0008
1882.12.11_BirminghamDailyPost_0001,1882.12.09_TheBristolMercuryandDailyPost_0004
1882.12.11_BirminghamDailyPost_0004,1882.12.05_TheBelfastNews-Letter_0002
1882.12.11_BirminghamDailyPost_0005,1882.12.09_ThePallMallGazette_0008
1882.12.11_BirminghamDailyPost_0006,1882.12.04_DailyNews_0007
1882.12.11_BirminghamDailyPost_0008,1882.12.09_DailyNews_0002
1882.12.11_DailyNews_0003,1882.12.04_BirminghamDailyPost_0006
1882.12.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.12.09_DailyNews_0002
1882.12.11_GlasgowHerald_0005,1882.12.08_LiverpoolMercuryetc_0008
1882.12.11_GlasgowHerald_0011,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.11_LiverpoolMercuryetc_0003,1882.12.09_TheBristolMercuryandDailyPost_0004
1882.12.11_LiverpoolMercuryetc_0006,1882.12.09_DailyNews_0005
1882.12.11_LiverpoolMercuryetc_0008,1882.12.07_GlasgowHerald_0007
1882.12.11_TheBelfastNews-Letter_0006,1882.12.09_GlasgowHerald_0005
1882.12.11_TheBristolMercuryandDailyPost_0004,1882.12.09_BirminghamDailyPost_0004
1882.12.11_TheBristolMercuryandDailyPost_0006,1882.12.09_DailyNews_0002
1882.12.11_TheBristolMercuryandDailyPost_0007,1882.12.09_Jackson'sOxfordJournal_0002
1882.12.11_TheBristolMercuryandDailyPost_0008,1882.12.09_DailyNews_0007
1882.12.11_WesternMail_0003,1882.12.09_DailyNews_0006
1882.12.12_AberdeenWeeklyJournal_0004,1882.12.04_TheBelfastNews-Letter_0006
1882.12.12_BirminghamDailyPost_0006,1882.12.07_GlasgowHerald_0007
1882.12.12_BirminghamDailyPost_0007,1882.12.03_Lloyd'sWeeklyNewspaper_0011
1882.12.12_DailyNews_0003,1882.12.11_LiverpoolMercuryetc_0008
1882.12.12_DailyNews_0004,1882.12.03_Lloyd'sWeeklyNewspaper_0011
1882.12.12_GlasgowHerald_0007,1882.12.11_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.12.12_LiverpoolMercuryetc_0005,1882.12.11_ThePallMallGazette_0011
1882.12.12_LiverpoolMercuryetc_0006,1882.12.11_ThePallMallGazette_0007
1882.12.12_LiverpoolMercuryetc_0008,1882.12.09_GlasgowHerald_0007
1882.12.12_TheBelfastNews-Letter_0003,1882.12.06_ThePallMallGazette_0016
1882.12.12_TheBelfastNews-Letter_0006,1882.12.08_LiverpoolMercuryetc_0008
1882.12.12_TheBristolMercuryandDailyPost_0004,1882.12.11_LiverpoolMercuryetc_0003
1882.12.12_TheBristolMercuryandDailyPost_0006,1882.12.11_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.12.12_TheBristolMercuryandDailyPost_0007,1882.12.04_DailyNews_0007
1882.12.12_TheBristolMercuryandDailyPost_0008,1882.12.11_DailyNews_0005
1882.12.12_WesternMail_0004,1882.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.12.13_AberdeenWeeklyJournal_0002,1882.12.12_TheBristolMercuryandDailyPost_0006
1882.12.13_AberdeenWeeklyJournal_0003,1882.12.12_GlasgowHerald_0005
1882.12.13_AberdeenWeeklyJournal_0006,1882.12.12_DailyNews_0002
1882.12.13_BaneracAmserauCymru_0002,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.13_BaneracAmserauCymru_0016,1882.12.09_YGoleuad_0001
1882.12.13_BirminghamDailyPost_0001,1882.12.12_TheBelfastNews-Letter_0003
1882.12.13_BirminghamDailyPost_0006,1882.12.12_LiverpoolMercuryetc_0008
1882.12.13_BirminghamDailyPost_0008,1882.12.12_ThePallMallGazette_0008
1882.12.13_DailyNews_0006,1882.12.08_LiverpoolMercuryetc_0008
1882.12.13_GlasgowHerald_0005,1882.12.08_LiverpoolMercuryetc_0008
1882.12.13_GlasgowHerald_0010,1882.12.12_DailyNews_0005
1882.12.13_HampshireTelegraphandSussexChronicleetc_0003,1882.12.12_ThePallMallGazette_0008
1882.12.13_LiverpoolMercuryetc_0005,1882.12.12_ThePallMallGazette_0006
1882.12.13_LiverpoolMercuryetc_0006,1882.12.05_GlasgowHerald_0006
1882.12.13_LiverpoolMercuryetc_0007,1882.12.12_ThePallMallGazette_0011
1882.12.13_LiverpoolMercuryetc_0008,1882.12.11_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.12.13_TheBelfastNews-Letter_0002,1882.12.07_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.12.13_TheBelfastNews-Letter_0006,1882.12.06_AberdeenWeeklyJournal_0003
1882.12.13_TheBelfastNews-Letter_0007,1882.12.12_AberdeenWeeklyJournal_0003
1882.12.13_TheBristolMercuryandDailyPost_0006,1882.12.09_ThePallMallGazette_0004
1882.12.13_TheBristolMercuryandDailyPost_0007,1882.12.12_LiverpoolMercuryetc_0008
1882.12.13_TheBristolMercuryandDailyPost_0008,1882.12.12_DailyNews_0004
1882.12.13_TheDerbyMercury_0001,1882.12.08_TheHullPacketandEastRidingTimes_0001
1882.12.13_TheDerbyMercury_0003,1882.12.08_GlasgowHerald_0008
1882.12.13_TheDerbyMercury_0004,1882.12.02_Jackson'sOxfordJournal_0002
1882.12.13_TheDerbyMercury_0006,1882.12.08_BirminghamDailyPost_0004
1882.12.13_TheDerbyMercury_0007,1882.12.08_GlasgowHerald_0008
1882.12.13_ThePallMallGazette_0007,1882.12.12_BirminghamDailyPost_0005
1882.12.13_ThePallMallGazette_0015,1882.12.12_TheBelfastNews-Letter_0003
1882.12.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.12.08_TheHullPacketandEastRidingTimes_0001
1882.12.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.12.09_TheBelfastNews-Letter_0005
1882.12.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1882.12.07_TheBristolMercuryandDailyPost_0003
1882.12.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1882.12.09_TheBristolMercuryandDailyPost_S0001
1882.12.14_AberdeenWeeklyJournal_0004,1882.12.12_LiverpoolMercuryetc_0008
1882.12.14_BirminghamDailyPost_0006,1882.12.12_GlasgowHerald_0007
1882.12.14_BirminghamDailyPost_0007,1882.12.01_TheHullPacketandEastRidingTimes_0002
1882.12.14_BirminghamDailyPost_0008,1882.12.13_LiverpoolMercuryetc_0006
1882.12.14_DailyNews_0004,1882.12.03_Reynolds'sNewspaper_0006
1882.12.14_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.12.13_TheBelfastNews-Letter_0005
1882.12.14_GlasgowHerald_0007,1882.12.12_LiverpoolMercuryetc_0008
