1821.05.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1821.05.02_TheAberdeenJournal_0004
1821.05.21_CaledonianMercury_0002,1821.05.19_Jackson'sOxfordJournal_0002
1821.05.21_CaledonianMercury_0004,1821.05.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1821.05.21_GlasgowHerald_0001,1821.05.19_CaledonianMercury_0002
1821.05.23_TheDerbyMercury_0001,1821.05.22_Freeman'sJournalandDailyCommercialAdvertiser_0004
1821.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1821.05.12_Jackson'sOxfordJournal_0001
1821.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1821.05.22_Freeman'sJournalandDailyCommercialAdvertiser_0004
1821.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1821.05.19_Jackson'sOxfordJournal_0004
1821.05.26_Jackson'sOxfordJournal_0004,1821.05.22_Freeman'sJournalandDailyCommercialAdvertiser_0004
1821.05.26_TheLeedsMercury_0001,1821.05.25_LiverpoolMercuryetc_0005
1821.05.26_TheLeedsMercury_0002,1821.05.25_GlasgowHerald_0002
1821.05.26_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.05.28_GlasgowHerald_0001,1821.05.26_CaledonianMercury_0002
1821.05.29_Freeman'sJournalandDailyCommercialAdvertiser_0004,1821.05.28_CaledonianMercury_0002
1821.05.30_TheAberdeenJournal_0002,1821.05.24_CaledonianMercury_0002
1821.05.31_CaledonianMercury_0002,1821.05.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1821.05.18_LiverpoolMercuryetc_0007
1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1821.05.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1821.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0004,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1821.06.01_GlasgowHerald_0001,1821.05.31_CaledonianMercury_0004
1821.06.01_LiverpoolMercuryetc_0003,1821.05.27_TheExaminer_0014
1821.06.01_LiverpoolMercuryetc_0005,1821.05.26_TheLeedsMercury_0001
1821.06.02_CaledonianMercury_0001,1821.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1821.06.02_CaledonianMercury_0003,1821.05.30_TheAberdeenJournal_0003
1821.06.02_Jackson'sOxfordJournal_0001,1821.05.26_TheLeedsMercury_0004
1821.06.02_Jackson'sOxfordJournal_0002,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1821.06.02_Jackson'sOxfordJournal_0004,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1821.06.02_TheLeedsMercury_0001,1821.05.25_LiverpoolMercuryetc_0005
1821.06.02_TheLeedsMercury_0004,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1821.06.06_TheAberdeenJournal_0002,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1821.06.06_TheAberdeenJournal_0004,1821.05.28_CaledonianMercury_0003
1821.06.09_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.06.09_TheBristolMercury_0004,1821.05.18_GlasgowHerald_0004
1821.06.09_TheLeedsMercury_0001,1821.05.25_Freeman'sJournalandDailyCommercialAdvertiser_0002
1821.06.09_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.06.16_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.06.23_Jackson'sOxfordJournal_0002,1821.05.26_TheLeedsMercury_0004
1821.06.23_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.06.30_Jackson'sOxfordJournal_0002,1821.05.26_TheLeedsMercury_0004
1821.06.30_Jackson'sOxfordJournal_0004,1821.05.26_TheLeedsMercury_0004
1821.06.30_TheLeedsMercury_0004,1821.05.26_Jackson'sOxfordJournal_0004
1821.07.07_Jackson'sOxfordJournal_0001,1821.05.26_TheLeedsMercury_0004
1821.07.07_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.07.16_CaledonianMercury_0004,1821.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0004
1821.07.21_Cobbett'sWeeklyPoliticalRegister_0003,1821.05.18_LiverpoolMercuryetc_0003
1821.07.21_Jackson'sOxfordJournal_0001,1821.05.19_TheLeedsMercury_0004
1821.07.21_Jackson'sOxfordJournal_0002,1821.05.26_TheLeedsMercury_0004
1821.07.21_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.08.04_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.08.04_TheLeedsMercury_0002,1821.05.18_Freeman'sJournalandDailyCommercialAdvertiser_0002
1821.08.06_CaledonianMercury_0001,1821.05.05_Jackson'sOxfordJournal_0002
1821.08.10_LiverpoolMercuryetc_0005,1821.05.19_TheLeedsMercury_0004
1821.08.10_LiverpoolMercuryetc_0007,1821.05.05_Jackson'sOxfordJournal_0002
1821.08.11_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.08.18_Jackson'sOxfordJournal_0001,1821.05.19_TheLeedsMercury_0004
1821.08.18_TheIpswichJournal_0001,1821.05.05_Jackson'sOxfordJournal_0002
1821.08.18_TheLeedsMercury_0003,1821.05.18_Freeman'sJournalandDailyCommercialAdvertiser_0002
1821.08.24_LiverpoolMercuryetc_0005,1821.05.19_TheLeedsMercury_0004
1821.08.25_Jackson'sOxfordJournal_0002,1821.05.26_TheLeedsMercury_0004
1821.08.25_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.08.31_LiverpoolMercuryetc_0003,1821.05.05_Jackson'sOxfordJournal_0002
1821.09.01_Jackson'sOxfordJournal_0001,1821.05.26_TheLeedsMercury_0004
1821.09.01_Jackson'sOxfordJournal_0002,1821.05.19_TheLeedsMercury_0004
1821.09.01_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.09.08_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.09.08_TheLeedsMercury_0004,1821.05.12_Jackson'sOxfordJournal_0002
1821.09.14_LiverpoolMercuryetc_0005,1821.05.05_TheLeedsMercury_0004
1821.09.15_Jackson'sOxfordJournal_0004,1821.05.12_TheLeedsMercury_0004
1821.09.22_Jackson'sOxfordJournal_0004,1821.05.19_TheLeedsMercury_0004
1821.09.29_Jackson'sOxfordJournal_0004,1821.05.12_TheLeedsMercury_0004
1821.10.12_LiverpoolMercuryetc_0005,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1821.11.03_Jackson'sOxfordJournal_0002,1821.05.26_TheLeedsMercury_0004
1821.11.03_Jackson'sOxfordJournal_0004,1821.05.12_TheLeedsMercury_0004
1821.11.09_LiverpoolMercuryetc_0003,1821.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1821.12.01_Jackson'sOxfordJournal_0004,1821.05.26_TheLeedsMercury_0004
1821.12.01_TheIpswichJournal_0003,1821.05.26_TheLeedsMercury_0004
1821.12.07_LiverpoolMercuryetc_0005,1821.05.26_TheLeedsMercury_0004
