1828.01.02_TheAberdeenJournal_0004,1828.01.01_TheHullPacketandHumberMercury_0001
1828.02.01_LiverpoolMercuryetc_0003,1828.01.08_TheBelfastNews-Letter_0003
1828.02.01_TheBelfastNews-Letter_0002,1828.01.31_CaledonianMercury_0002
1828.02.01_TheBelfastNews-Letter_0004,1828.01.25_LiverpoolMercuryetc_0007
1828.02.01_TheMorningChronicle_0004,1828.01.29_TheHullPacketandHumberMercury_0002
1828.02.02_CaledonianMercury_0002,1828.01.30_TheMorningChronicle_0001
1828.02.02_Cobbett'sWeeklyPoliticalRegister_0002,1828.01.30_TheMorningChronicle_0001
1828.02.02_Cobbett'sWeeklyPoliticalRegister_0011,1828.01.30_TheMorningChronicle_0002
1828.02.02_TheIpswichJournal_0001,1828.01.30_TheMorningChronicle_0001
1828.02.02_TheIpswichJournal_0002,1828.01.30_TheMorningChronicle_0003
1828.02.02_TheIpswichJournal_0004,1828.01.25_TheBelfastNews-Letter_0004
1828.02.02_TheNewcastleCourantetc_0002,1828.01.26_TheMorningChronicle_0002
1828.02.02_TheNewcastleCourantetc_0003,1828.01.29_TheHullPacketandHumberMercury_0001
1828.02.02_TheNewcastleCourantetc_0004,1828.01.30_TheMorningChronicle_0001
1828.02.03_TheExaminer_0004,1828.01.30_TheMorningChronicle_0001
1828.02.03_TheExaminer_0007,1828.01.30_TheMorningChronicle_0003
1828.02.03_TheExaminer_0016,1828.01.29_TheHullPacketandHumberMercury_0001
1828.02.04_HampshireTelegraphandSussexChronicleetc_0002,1828.01.30_TheMorningChronicle_0001
1828.02.04_TheBristolMercury_0001,1828.01.30_TheMorningChronicle_0002
1828.02.04_TheBristolMercury_0002,1828.01.13_TheExaminer_0014
1828.02.04_TheBristolMercury_0004,1828.01.30_TheMorningChronicle_0003
1828.02.05_TheBelfastNews-Letter_0001,1828.01.30_TheMorningChronicle_0001
1828.02.05_TheHullPacketandHumberMercury_0001,1828.01.30_TheMorningChronicle_0001
1828.02.05_TheHullPacketandHumberMercury_0002,1828.01.31_TheMorningChronicle_0003
1828.02.05_TheHullPacketandHumberMercury_0004,1828.01.30_TheMorningChronicle_0003
1828.02.06_TheAberdeenJournal_0004,1828.01.08_TheHullPacketandHumberMercury_0001
1828.02.07_NorthWalesChronicle_0004,1828.01.29_TheHullPacketandHumberMercury_0003
1828.02.08_LiverpoolMercuryetc_0005,1828.01.15_TheHullPacketandHumberMercury_0002
1828.02.08_TheBelfastNews-Letter_0002,1828.01.31_TheMorningChronicle_0004
1828.02.09_TheIpswichJournal_0001,1828.01.29_TheHullPacketandHumberMercury_0001
1828.02.09_TheNewcastleCourantetc_0003,1828.01.27_TheExaminer_0016
1828.02.10_TheExaminer_0014,1828.01.14_TheBristolMercury_0001
1828.02.12_TheHullPacketandHumberMercury_0001,1828.01.13_TheExaminer_0014
1828.02.12_TheHullPacketandHumberMercury_0002,1828.01.26_CaledonianMercury_0003
1828.02.13_TheDerbyMercury_0004,1828.01.13_TheExaminer_0014
1828.02.14_NorthWalesChronicle_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.02.16_TheNewcastleCourantetc_0003,1828.01.15_TheHullPacketandHumberMercury_0001
1828.02.18_TheBristolMercury_0002,1828.01.13_TheExaminer_0014
1828.02.23_TheIpswichJournal_0001,1828.01.13_TheExaminer_0014
1828.02.23_TheNewcastleCourantetc_0003,1828.01.27_TheExaminer_0016
1828.02.28_TheMorningChronicle_0001,1828.01.13_TheExaminer_0014
1828.02.29_LiverpoolMercuryetc_0001,1828.01.13_TheExaminer_0014
1828.02.29_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.03.01_TheIpswichJournal_0001,1828.01.27_TheExaminer_0016
1828.03.02_TheExaminer_S0008,1828.01.07_TheMorningChronicle_0001
1828.03.02_TheExaminer_S0014,1828.01.29_TheHullPacketandHumberMercury_0001
1828.03.03_TheBristolMercury_0002,1828.01.13_TheExaminer_0014
1828.03.03_TheBristolMercury_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.03.03_TheBristolMercury_0004,1828.01.03_NorthWalesChronicle_0003
1828.03.04_TheBelfastNews-Letter_0001,1828.01.29_TheHullPacketandHumberMercury_0002
1828.03.04_TheHullPacketandHumberMercury_0001,1828.01.27_TheExaminer_0016
1828.03.05_TheDerbyMercury_0004,1828.01.22_TheHullPacketandHumberMercury_0001
1828.03.06_NorthWalesChronicle_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.03.08_TheIpswichJournal_0001,1828.01.13_TheExaminer_0014
1828.03.08_TheNewcastleCourantetc_0003,1828.01.27_TheExaminer_0016
1828.03.15_TheIpswichJournal_0001,1828.01.27_TheExaminer_0016
1828.03.15_TheNewcastleCourantetc_0003,1828.01.13_TheExaminer_0014
1828.03.17_TheBristolMercury_0001,1828.01.13_TheExaminer_0014
1828.03.18_TheBelfastNews-Letter_0001,1828.01.27_TheExaminer_0016
1828.03.18_TheHullPacketandHumberMercury_0001,1828.01.28_TheBristolMercury_0002
1828.03.20_NorthWalesChronicle_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.03.22_TheIpswichJournal_0001,1828.01.13_TheExaminer_0014
1828.03.22_TheNewcastleCourantetc_0003,1828.01.27_TheExaminer_0016
1828.03.23_TheExaminer_0016,1828.01.29_TheHullPacketandHumberMercury_0001
1828.03.24_TheBristolMercury_0001,1828.01.27_TheExaminer_0016
1828.03.24_TheBristolMercury_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.03.25_TheHullPacketandHumberMercury_0001,1828.01.13_TheExaminer_0014
1828.03.27_NorthWalesChronicle_0003,1828.01.25_LiverpoolMercuryetc_0007
1828.03.28_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.03.29_TheIpswichJournal_0001,1828.01.27_TheExaminer_0016
1828.03.29_TheNewcastleCourantetc_0003,1828.01.13_TheExaminer_0014
1828.03.29_TheNewcastleCourantetc_0004,1828.01.15_TheHullPacketandHumberMercury_0002
1828.03.31_TheBristolMercury_0001,1828.01.13_TheExaminer_0014
1828.04.05_TheNewcastleCourantetc_0003,1828.01.15_TheHullPacketandHumberMercury_0002
1828.04.06_TheExaminer_0014,1828.01.14_TheBristolMercury_0001
1828.04.09_TheDerbyMercury_0001,1828.01.15_TheHullPacketandHumberMercury_0002
1828.04.15_TheBelfastNews-Letter_0001,1828.01.27_TheExaminer_0016
1828.04.25_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.04.25_TheBelfastNews-Letter_0004,1828.01.03_NorthWalesChronicle_0004
1828.04.28_HampshireTelegraphandSussexChronicleetc_0002,1828.01.04_TheMorningChronicle_0003
1828.05.23_TheBelfastNews-Letter_0004,1828.01.25_LiverpoolMercuryetc_0007
1828.05.27_TheBelfastNews-Letter_0001,1828.01.27_TheExaminer_0016
1828.05.28_TheDerbyMercury_0003,1828.01.29_TheHullPacketandHumberMercury_0001
1828.05.28_TheDerbyMercury_0004,1828.01.29_TheHullPacketandHumberMercury_0001
1828.05.31_TheNewcastleCourantetc_0001,1828.01.15_TheHullPacketandHumberMercury_0002
1828.06.03_TheBristolMercury_0004,1828.01.25_LiverpoolMercuryetc_0007
1828.06.13_TheBelfastNews-Letter_0004,1828.01.03_NorthWalesChronicle_0003
1828.06.14_TheLeedsMercury_0002,1828.01.29_TheHullPacketandHumberMercury_0001
1828.06.14_TheNewcastleCourantetc_0003,1828.01.15_TheHullPacketandHumberMercury_0002
1828.06.20_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.06.24_TheHullPacketandHumberMercury_0002,1828.01.23_TheDerbyMercury_0002
1828.06.25_TheDerbyMercury_0001,1828.01.05_TheNewcastleCourantetc_0003
1828.06.27_TheBelfastNews-Letter_0004,1828.01.24_NorthWalesChronicle_0003
1828.07.02_TheDerbyMercury_0001,1828.01.15_TheHullPacketandHumberMercury_0002
1828.07.04_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.07.12_TheNewcastleCourantetc_0001,1828.01.15_TheHullPacketandHumberMercury_0002
1828.07.16_TheDerbyMercury_0001,1828.01.25_LiverpoolMercuryetc_0007
1828.07.18_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.07.19_TheNewcastleCourantetc_0001,1828.01.11_TheMorningChronicle_0001
1828.07.21_TheMorningChronicle_0001,1828.01.13_TheExaminer_0016
1828.07.23_TheDerbyMercury_0001,1828.01.25_LiverpoolMercuryetc_0007
1828.07.25_LiverpoolMercuryetc_0007,1828.01.25_TheBelfastNews-Letter_0004
1828.07.30_TheDerbyMercury_0001,1828.01.15_TheHullPacketandHumberMercury_0002
1828.07.31_NorthWalesChronicle_0001,1828.01.29_TheHullPacketandHumberMercury_0001
1828.08.01_LiverpoolMercuryetc_0007,1828.01.18_TheBelfastNews-Letter_0004
