1806.03.03_HampshireTelegraphandSussexChronicleetc_0002,1806.03.01_CaledonianMercury_0002
1806.04.26_CaledonianMercury_0004,1806.03.26_TheAberdeenJournal_0002
1806.04.26_Jackson'sOxfordJournal_0004,1806.03.01_TheNewcastleCourantetc_0003
1806.04.30_TheAberdeenJournal_0002,1806.03.10_CaledonianMercury_0004
1806.05.01_TheDerbyMercury_0004,1806.03.20_Trewman'sExeterFlyingPost_0003
1806.05.03_CaledonianMercury_0004,1806.03.26_TheAberdeenJournal_0002
1806.05.08_TheDerbyMercury_0004,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.05.10_CaledonianMercury_0004,1806.03.26_TheAberdeenJournal_0002
1806.05.14_TheAberdeenJournal_0001,1806.03.10_CaledonianMercury_0004
1806.05.15_TheDerbyMercury_0004,1806.03.29_Jackson'sOxfordJournal_0002
1806.05.19_HampshireTelegraphandSussexChronicleetc_0001,1806.03.08_Jackson'sOxfordJournal_0001
1806.05.22_TheDerbyMercury_0004,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.05.24_Jackson'sOxfordJournal_0002,1806.03.27_Trewman'sExeterFlyingPost_0002
1806.05.29_Trewman'sExeterFlyingPost_0003,1806.03.29_Jackson'sOxfordJournal_0004
1806.05.31_Jackson'sOxfordJournal_0001,1806.03.27_Trewman'sExeterFlyingPost_0002
1806.06.28_Jackson'sOxfordJournal_0004,1806.03.29_TheNewcastleCourantetc_0002
1806.07.10_TheDerbyMercury_0004,1806.03.27_Trewman'sExeterFlyingPost_0003
1806.07.31_TheDerbyMercury_0001,1806.03.27_Trewman'sExeterFlyingPost_0003
1806.08.23_TheNewcastleCourantetc_0002,1806.03.22_Jackson'sOxfordJournal_0002
1806.08.28_TheDerbyMercury_0001,1806.03.27_Trewman'sExeterFlyingPost_0003
1806.09.04_TheDerbyMercury_0001,1806.03.20_Trewman'sExeterFlyingPost_0002
1806.09.04_TheDerbyMercury_0002,1806.03.27_Trewman'sExeterFlyingPost_0003
1806.09.11_TheDerbyMercury_0004,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.09.25_TheDerbyMercury_0004,1806.03.27_Trewman'sExeterFlyingPost_0003
