1832.12.01_PrestonChronicle_0001,1832.12.01_CaledonianMercury_0001
1832.12.10_HampshireTelegraphandSussexChronicleetc_0003,1832.12.08_TheBristolMercury_0002
1832.12.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.07_TheBelfastNews-Letter_0002
1832.12.11_NorthWalesChronicle_0001,1832.12.08_PrestonChronicle_0004
1832.12.11_TheBelfastNews-Letter_0002,1832.12.08_TheMorningChronicle_0001
1832.12.11_TheBelfastNews-Letter_0002,1832.12.10_CaledonianMercury_0002
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.04_TheMorningChronicle_0001
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.05_TheDerbyMercury_0002
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.05_TheDerbyMercury_0004
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.06_CaledonianMercury_0002
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.07_TheBelfastNews-Letter_0002
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.08_TheBristolMercury_0004
1832.12.11_TheHullPacketandHumberMercury_0001,1832.12.10_HampshireTelegraphandSussexChronicleetc_0001
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.06_CaledonianMercury_0002
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.07_LiverpoolMercuryetc_0002
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.07_TheBelfastNews-Letter_0002
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.08_PrestonChronicle_0001
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.08_PrestonChronicle_0004
1832.12.11_TheHullPacketandHumberMercury_0002,1832.12.08_TheNewcastleCourantetc_0002
1832.12.12_TheAberdeenJournal_0002,1832.12.06_CaledonianMercury_0002
1832.12.12_TheAberdeenJournal_0002,1832.12.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1832.12.12_TheAberdeenJournal_0002,1832.12.07_TheBelfastNews-Letter_0002
1832.12.12_TheAberdeenJournal_0002,1832.12.08_PrestonChronicle_0001
1832.12.12_TheAberdeenJournal_0002,1832.12.11_TheHullPacketandHumberMercury_0002
1832.12.12_TheAberdeenJournal_0004,1832.12.05_TheDerbyMercury_0002
1832.12.12_TheAberdeenJournal_0004,1832.12.06_CaledonianMercury_0002
1832.12.12_TheAberdeenJournal_0004,1832.12.08_PrestonChronicle_0002
1832.12.12_TheAberdeenJournal_0004,1832.12.11_TheHullPacketandHumberMercury_0001
1832.12.12_TheDerbyMercury_0004,1832.12.04_TheHullPacketandHumberMercury_0001
1832.12.13_CaledonianMercury_0001,1832.12.09_TheExaminer_0001
1832.12.13_CaledonianMercury_0002,1832.12.09_TheExaminer_0002
1832.12.13_CaledonianMercury_0002,1832.12.12_TheDerbyMercury_0002
1832.12.13_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.12.11_TheMorningChronicle_0004
1832.12.14_LiverpoolMercuryetc_0004,1832.12.09_TheExaminer_0015
1832.12.14_TheBelfastNews-Letter_0002,1832.12.11_TheMorningChronicle_0004
1832.12.15_CaledonianMercury_0002,1832.12.12_TheMorningChronicle_0001
1832.12.15_CaledonianMercury_0002,1832.12.12_TheMorningChronicle_0002
1832.12.15_CaledonianMercury_0002,1832.12.13_TheMorningChronicle_0001
1832.12.15_CaledonianMercury_0004,1832.12.07_TheBelfastNews-Letter_0004
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0004,1832.12.10_TheMorningChronicle_0001
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0006,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0007,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0008,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0015,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0016,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0017,1832.12.10_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0018,1832.12.10_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0018,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0019,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0020,1832.12.10_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0020,1832.12.13_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0021,1832.12.10_TheMorningChronicle_0002
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0022,1832.12.13_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0023,1832.12.13_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0024,1832.12.10_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0024,1832.12.13_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0025,1832.12.10_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0027,1832.12.10_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0029,1832.12.13_TheMorningChronicle_0003
1832.12.15_Cobbett'sWeeklyPoliticalRegister_0030,1832.12.11_TheMorningChronicle_0002
1832.12.15_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.12.07_TheBelfastNews-Letter_0003
1832.12.15_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.13_TheMorningChronicle_0001
1832.12.15_PrestonChronicle_0001,1832.12.10_HampshireTelegraphandSussexChronicleetc_0004
1832.12.15_PrestonChronicle_0001,1832.12.12_TheDerbyMercury_0002
1832.12.15_PrestonChronicle_0001,1832.12.12_TheMorningChronicle_0001
1832.12.15_PrestonChronicle_0001,1832.12.13_CaledonianMercury_0002
1832.12.15_PrestonChronicle_0001,1832.12.15_CaledonianMercury_0002
1832.12.15_PrestonChronicle_0004,1832.12.08_TheMorningChronicle_0003
1832.12.15_TheBristolMercury_0001,1832.12.09_TheExaminer_0001
1832.12.15_TheBristolMercury_0001,1832.12.13_CaledonianMercury_0001
1832.12.15_TheLeedsMercury_0004,1832.12.12_TheMorningChronicle_0001
1832.12.15_TheLeedsMercury_0004,1832.12.13_TheMorningChronicle_0001
1832.12.15_TheManchesterTimesandGazette_0001,1832.12.05_TheDerbyMercury_0002
1832.12.15_TheManchesterTimesandGazette_0001,1832.12.08_TheBristolMercury_0002
1832.12.15_TheManchesterTimesandGazette_0001,1832.12.10_HampshireTelegraphandSussexChronicleetc_0003
1832.12.15_TheManchesterTimesandGazette_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1832.12.15_TheManchesterTimesandGazette_0004,1832.12.09_TheExaminer_0006
1832.12.15_TheManchesterTimesandGazette_0004,1832.12.15_CaledonianMercury_0002
1832.12.15_TheManchesterTimesandGazette_0004,1832.12.15_PrestonChronicle_0001
1832.12.15_TheManchesterTimesandGazette_0004,1832.12.15_PrestonChronicle_0004
1832.12.15_TheMorningChronicle_0002,1832.12.15_TheManchesterTimesandGazette_0004
1832.12.15_TheNewcastleCourantetc_0002,1832.12.11_TheMorningChronicle_0004
1832.12.15_TheNewcastleCourantetc_0004,1832.12.12_TheMorningChronicle_0001
1832.12.15_ThePoorMan'sGuardian_0005,1832.12.12_TheMorningChronicle_0002
1832.12.15_ThePoorMan'sGuardian_0005,1832.12.15_CaledonianMercury_0002
1832.12.16_TheExaminer_0003,1832.12.14_TheMorningChronicle_0003
1832.12.16_TheExaminer_0006,1832.12.13_TheMorningChronicle_0003
1832.12.16_TheExaminer_0006,1832.12.14_TheMorningChronicle_0002
1832.12.16_TheExaminer_0007,1832.12.13_TheMorningChronicle_0004
1832.12.16_TheExaminer_0007,1832.12.15_TheMorningChronicle_0002
1832.12.16_TheExaminer_0012,1832.12.10_TheMorningChronicle_0004
1832.12.16_TheExaminer_0012,1832.12.14_TheMorningChronicle_0004
1832.12.16_TheExaminer_0012,1832.12.15_TheMorningChronicle_0002
1832.12.16_TheExaminer_0012,1832.12.15_TheMorningChronicle_0003
1832.12.17_CaledonianMercury_0002,1832.12.11_TheBelfastNews-Letter_0004
1832.12.17_CaledonianMercury_0002,1832.12.15_TheMorningChronicle_0001
1832.12.17_CaledonianMercury_0004,1832.12.07_TheBelfastNews-Letter_0002
1832.12.17_TheMorningChronicle_0002,1832.12.17_HampshireTelegraphandSussexChronicleetc_0004
1832.12.18_NorthWalesChronicle_0001,1832.12.12_TheMorningChronicle_0001
1832.12.18_NorthWalesChronicle_0001,1832.12.12_TheMorningChronicle_0002
1832.12.18_NorthWalesChronicle_0001,1832.12.15_CaledonianMercury_0002
1832.12.18_NorthWalesChronicle_0001,1832.12.15_PrestonChronicle_0001
1832.12.18_NorthWalesChronicle_0001,1832.12.15_TheBristolMercury_0002
1832.12.18_NorthWalesChronicle_0004,1832.12.08_PrestonChronicle_0004
1832.12.18_TheBelfastNews-Letter_0004,1832.12.13_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.10_HampshireTelegraphandSussexChronicleetc_0004
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.10_TheMorningChronicle_0002
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.11_TheMorningChronicle_0004
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.12_TheMorningChronicle_0002
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.15_CaledonianMercury_0002
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.15_PrestonChronicle_0001
1832.12.18_TheHullPacketandHumberMercury_0004,1832.12.15_ThePoorMan'sGuardian_0005
1832.12.19_TheAberdeenJournal_0002,1832.12.08_PrestonChronicle_0004
1832.12.19_TheDerbyMercury_0001,1832.12.12_TheMorningChronicle_0002
1832.12.19_TheDerbyMercury_0003,1832.12.15_TheManchesterTimesandGazette_0001
1832.12.19_TheDerbyMercury_0004,1832.12.14_TheMorningChronicle_0003
1832.12.19_TheDerbyMercury_0004,1832.12.15_TheBristolMercury_0002
1832.12.19_TheDerbyMercury_0004,1832.12.18_NorthWalesChronicle_0001
1832.12.20_TheMorningChronicle_0002,1832.12.17_CaledonianMercury_0003
1832.12.21_LiverpoolMercuryetc_0002,1832.12.16_TheExaminer_0010
1832.12.21_LiverpoolMercuryetc_0002,1832.12.19_TheMorningChronicle_0004
1832.12.21_TheBelfastNews-Letter_0004,1832.12.19_TheDerbyMercury_0001
1832.12.21_TheMorningChronicle_0002,1832.12.20_CaledonianMercury_0004
1832.12.22_CaledonianMercury_0001,1832.12.20_TheMorningChronicle_0002
1832.12.22_Cobbett'sWeeklyPoliticalRegister_0023,1832.12.21_TheMorningChronicle_0001
1832.12.22_Cobbett'sWeeklyPoliticalRegister_0024,1832.12.21_TheMorningChronicle_0001
1832.12.22_PrestonChronicle_0002,1832.12.19_TheDerbyMercury_0001
1832.12.22_PrestonChronicle_0004,1832.12.21_LiverpoolMercuryetc_0006
1832.12.22_TheBristolMercury_0001,1832.12.14_TheMorningChronicle_0004
1832.12.22_TheBristolMercury_0001,1832.12.16_TheExaminer_0001
1832.12.22_TheBristolMercury_0001,1832.12.16_TheExaminer_0002
1832.12.22_TheBristolMercury_0001,1832.12.16_TheExaminer_0010
1832.12.22_TheBristolMercury_0001,1832.12.17_TheMorningChronicle_0003
1832.12.22_TheBristolMercury_0001,1832.12.21_LiverpoolMercuryetc_0002
1832.12.22_TheBristolMercury_0002,1832.12.17_CaledonianMercury_0001
1832.12.22_TheLeedsMercury_0007,1832.12.12_TheMorningChronicle_0003
1832.12.22_TheManchesterTimesandGazette_0001,1832.12.22_TheBristolMercury_0002
1832.12.22_TheManchesterTimesandGazette_0004,1832.12.20_TheMorningChronicle_0002
1832.12.22_TheManchesterTimesandGazette_0004,1832.12.21_LiverpoolMercuryetc_0007
1832.12.23_TheExaminer_0006,1832.12.18_TheMorningChronicle_0001
1832.12.23_TheExaminer_0007,1832.12.22_TheMorningChronicle_0001
1832.12.23_TheExaminer_0008,1832.12.18_TheMorningChronicle_0002
1832.12.23_TheExaminer_0008,1832.12.22_TheBristolMercury_0004
1832.12.23_TheExaminer_0012,1832.12.18_TheMorningChronicle_0004
1832.12.23_TheExaminer_0015,1832.12.14_LiverpoolMercuryetc_0004
1832.12.24_CaledonianMercury_0002,1832.12.20_TheMorningChronicle_0002
1832.12.24_CaledonianMercury_0002,1832.12.22_TheMorningChronicle_0002
1832.12.24_HampshireTelegraphandSussexChronicleetc_0001,1832.12.22_PrestonChronicle_0002
1832.12.24_HampshireTelegraphandSussexChronicleetc_0002,1832.12.20_TheMorningChronicle_0001
1832.12.24_TheMorningChronicle_0001,1832.12.23_TheExaminer_0015
1832.12.25_TheBelfastNews-Letter_0001,1832.12.17_TheMorningChronicle_0004
1832.12.25_TheBelfastNews-Letter_0004,1832.12.17_TheMorningChronicle_0003
1832.12.25_TheHullPacketandHumberMercury_0001,1832.12.01_TheBristolMercury_0001
1832.12.25_TheHullPacketandHumberMercury_0001,1832.12.08_TheBristolMercury_0002
1832.12.25_TheHullPacketandHumberMercury_0001,1832.12.10_HampshireTelegraphandSussexChronicleetc_0003
1832.12.25_TheHullPacketandHumberMercury_0001,1832.12.15_TheManchesterTimesandGazette_0001
1832.12.25_TheHullPacketandHumberMercury_0003,1832.12.19_TheMorningChronicle_0004
1832.12.25_TheHullPacketandHumberMercury_0003,1832.12.21_LiverpoolMercuryetc_0002
1832.12.25_TheHullPacketandHumberMercury_0004,1832.12.22_TheLeedsMercury_0003
1832.12.25_TheMorningChronicle_0003,1832.12.22_CaledonianMercury_0003
1832.12.26_TheAberdeenJournal_0002,1832.12.18_TheMorningChronicle_0004
1832.12.26_TheAberdeenJournal_0002,1832.12.25_TheBelfastNews-Letter_0001
1832.12.26_TheDerbyMercury_0001,1832.12.08_TheNewcastleCourantetc_0004
1832.12.26_TheDerbyMercury_0001,1832.12.10_HampshireTelegraphandSussexChronicleetc_0001
1832.12.26_TheDerbyMercury_0001,1832.12.23_TheExaminer_0016
1832.12.26_TheDerbyMercury_0001,1832.12.24_HampshireTelegraphandSussexChronicleetc_0002
1832.12.26_TheDerbyMercury_0004,1832.12.20_TheMorningChronicle_0001
1832.12.26_TheDerbyMercury_0004,1832.12.24_HampshireTelegraphandSussexChronicleetc_0002
1832.12.27_TheMorningChronicle_0004,1832.12.24_CaledonianMercury_0004
1832.12.28_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.25_TheMorningChronicle_0004
1832.12.28_LiverpoolMercuryetc_0007,1832.12.21_TheBelfastNews-Letter_0004
1832.12.28_TheBelfastNews-Letter_0002,1832.12.05_TheDerbyMercury_0004
1832.12.28_TheBelfastNews-Letter_0004,1832.12.16_TheExaminer_0010
1832.12.28_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1832.12.29_Cobbett'sWeeklyPoliticalRegister_0004,1832.12.25_TheMorningChronicle_0003
1832.12.29_Cobbett'sWeeklyPoliticalRegister_0028,1832.12.22_TheMorningChronicle_0003
1832.12.29_Cobbett'sWeeklyPoliticalRegister_0029,1832.12.22_TheMorningChronicle_0003
1832.12.29_Cobbett'sWeeklyPoliticalRegister_0030,1832.12.22_TheMorningChronicle_0003
1832.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.27_TheMorningChronicle_0001
1832.12.29_PrestonChronicle_0001,1832.12.23_TheExaminer_0016
1832.12.29_PrestonChronicle_0001,1832.12.24_HampshireTelegraphandSussexChronicleetc_0002
1832.12.29_PrestonChronicle_0001,1832.12.25_NorthWalesChronicle_0002
1832.12.29_PrestonChronicle_0001,1832.12.26_TheDerbyMercury_0001
1832.12.29_PrestonChronicle_0002,1832.12.26_TheMorningChronicle_0002
1832.12.29_PrestonChronicle_0002,1832.12.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1832.12.29_PrestonChronicle_0002,1832.12.28_TheBelfastNews-Letter_0001
1832.12.29_PrestonChronicle_0004,1832.12.16_TheExaminer_0011
1832.12.29_PrestonChronicle_0004,1832.12.24_TheMorningChronicle_0003
1832.12.29_PrestonChronicle_0004,1832.12.27_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.12.29_TheBristolMercury_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1832.12.29_TheBristolMercury_0001,1832.12.15_TheManchesterTimesandGazette_0001
1832.12.29_TheBristolMercury_0001,1832.12.23_TheExaminer_0003
1832.12.29_TheBristolMercury_0001,1832.12.23_TheExaminer_0010
1832.12.29_TheBristolMercury_0001,1832.12.29_PrestonChronicle_0002
1832.12.29_TheBristolMercury_0002,1832.12.01_TheManchesterTimesandGazette_0001
1832.12.29_TheBristolMercury_0002,1832.12.05_TheDerbyMercury_0002
1832.12.29_TheBristolMercury_0002,1832.12.23_TheExaminer_0011
1832.12.29_TheBristolMercury_0002,1832.12.28_TheMorningChronicle_0004
1832.12.29_TheBristolMercury_0003,1832.12.28_TheMorningChronicle_0004
1832.12.29_TheBristolMercury_0004,1832.12.01_TheNewcastleCourantetc_0002
1832.12.29_TheBristolMercury_0004,1832.12.23_TheExaminer_0003
1832.12.29_TheBristolMercury_0004,1832.12.24_TheMorningChronicle_0002
1832.12.29_TheLeedsMercury_0003,1832.12.25_TheMorningChronicle_0001
1832.12.29_TheLeedsMercury_0004,1832.12.28_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.12.29_TheLeedsMercury_0004,1832.12.28_TheMorningChronicle_0004
1832.12.29_TheLeedsMercury_0008,1832.12.28_LiverpoolMercuryetc_0008
1832.12.29_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0001
1832.12.29_TheManchesterTimesandGazette_0001,1832.12.05_TheDerbyMercury_0002
1832.12.29_TheManchesterTimesandGazette_0001,1832.12.19_TheDerbyMercury_0003
1832.12.29_TheManchesterTimesandGazette_0001,1832.12.29_TheBristolMercury_0001
1832.12.29_TheManchesterTimesandGazette_0004,1832.12.21_LiverpoolMercuryetc_0003
1832.12.29_TheManchesterTimesandGazette_0004,1832.12.25_TheMorningChronicle_0001
1832.12.29_TheManchesterTimesandGazette_0004,1832.12.29_TheLeedsMercury_0003
1832.12.29_TheNewcastleCourantetc_0002,1832.12.24_CaledonianMercury_0002
1832.12.29_TheNewcastleCourantetc_0002,1832.12.24_TheMorningChronicle_0003
1832.12.29_TheNewcastleCourantetc_0002,1832.12.29_PrestonChronicle_0004
1832.12.29_TheNewcastleCourantetc_0002,1832.12.29_TheBristolMercury_0002
1832.12.29_ThePoorMan'sGuardian_0001,1832.12.23_TheExaminer_0003
1832.12.29_ThePoorMan'sGuardian_0006,1832.12.22_Cobbett'sWeeklyPoliticalRegister_0009
