1805.06.01_Cobbett'sWeeklyPoliticalRegister_0004,1805.06.01_CaledonianMercury_0003
1805.06.12_TheAberdeenJournal_0003,1805.06.08_TheNewcastleCourantetc_0004
1805.06.12_TheAberdeenJournal_0003,1805.06.11_TheHullPacket_0004
1805.06.13_CaledonianMercury_0002,1805.06.08_TheMorningChronicle_0002
1805.06.15_Jackson'sOxfordJournal_0001,1805.06.15_CaledonianMercury_0003
1805.06.15_Jackson'sOxfordJournal_0004,1805.06.10_HampshireTelegraphandSussexChronicleetc_0003
1805.06.15_Jackson'sOxfordJournal_0004,1805.06.10_TheMorningChronicle_0002
1805.06.15_TheIpswichJournal_0004,1805.06.04_TheHullPacket_0001
1805.06.15_TheIpswichJournal_0004,1805.06.13_Trewman'sExeterFlyingPost_0003
1805.06.15_TheNewcastleCourantetc_0002,1805.06.12_TheAberdeenJournal_0004
1805.06.15_TheNewcastleCourantetc_0002,1805.06.13_CaledonianMercury_0002
1805.06.17_CaledonianMercury_0003,1805.06.13_TheMorningChronicle_0002
1805.06.17_CaledonianMercury_0003,1805.06.13_TheMorningChronicle_0003
1805.06.17_CaledonianMercury_0003,1805.06.15_Jackson'sOxfordJournal_0002
1805.06.17_CaledonianMercury_0004,1805.06.14_TheMorningChronicle_0003
1805.06.17_HampshireTelegraphandSussexChronicleetc_0004,1805.06.15_CaledonianMercury_0003
1805.06.17_HampshireTelegraphandSussexChronicleetc_0004,1805.06.15_Jackson'sOxfordJournal_0001
1805.06.18_TheHullPacket_0001,1805.06.15_TheIpswichJournal_0004
1805.06.18_TheHullPacket_0003,1805.06.15_Jackson'sOxfordJournal_0003
1805.06.18_TheHullPacket_0004,1805.06.15_CaledonianMercury_0003
1805.06.18_TheHullPacket_0004,1805.06.15_Jackson'sOxfordJournal_0001
1805.06.18_TheHullPacket_0004,1805.06.15_Jackson'sOxfordJournal_0002
1805.06.18_TheHullPacket_0004,1805.06.17_HampshireTelegraphandSussexChronicleetc_0004
1805.06.19_TheAberdeenJournal_0002,1805.06.08_TheMorningChronicle_0003
1805.06.19_TheAberdeenJournal_0002,1805.06.10_CaledonianMercury_0002
1805.06.19_TheAberdeenJournal_0002,1805.06.18_TheHullPacket_0003
1805.06.19_TheAberdeenJournal_0003,1805.06.10_CaledonianMercury_0003
1805.06.19_TheAberdeenJournal_0003,1805.06.10_TheMorningChronicle_0002
1805.06.19_TheAberdeenJournal_0003,1805.06.13_CaledonianMercury_0002
1805.06.19_TheAberdeenJournal_0003,1805.06.13_CaledonianMercury_0003
1805.06.19_TheAberdeenJournal_0003,1805.06.13_TheDerbyMercury_0002
1805.06.19_TheAberdeenJournal_0003,1805.06.15_Jackson'sOxfordJournal_0004
1805.06.19_TheAberdeenJournal_0003,1805.06.15_TheIpswichJournal_0001
1805.06.19_TheAberdeenJournal_0003,1805.06.15_TheNewcastleCourantetc_0002
1805.06.19_TheAberdeenJournal_0003,1805.06.17_CaledonianMercury_0004
1805.06.20_CaledonianMercury_0002,1805.06.17_HampshireTelegraphandSussexChronicleetc_0003
1805.06.20_CaledonianMercury_0002,1805.06.17_TheMorningChronicle_0002
1805.06.20_CaledonianMercury_0003,1805.06.17_TheMorningChronicle_0003
1805.06.20_TheDerbyMercury_0001,1805.06.18_TheHullPacket_0003
1805.06.20_Trewman'sExeterFlyingPost_0001,1805.06.18_TheHullPacket_0002
1805.06.20_Trewman'sExeterFlyingPost_0004,1805.06.18_TheHullPacket_0003
1805.06.20_Trewman'sExeterFlyingPost_0004,1805.06.20_CaledonianMercury_0003
1805.06.22_CaledonianMercury_0003,1805.06.19_TheMorningChronicle_0003
1805.06.22_CaledonianMercury_0004,1805.06.05_TheAberdeenJournal_0001
1805.06.22_Cobbett'sWeeklyPoliticalRegister_0003,1805.06.01_TheMorningChronicle_0002
1805.06.22_Cobbett'sWeeklyPoliticalRegister_0008,1805.06.13_TheMorningChronicle_0004
1805.06.22_Cobbett'sWeeklyPoliticalRegister_0009,1805.06.13_TheMorningChronicle_0004
1805.06.22_Jackson'sOxfordJournal_0001,1805.06.18_TheHullPacket_0003
1805.06.22_Jackson'sOxfordJournal_0001,1805.06.20_TheDerbyMercury_0001
1805.06.22_Jackson'sOxfordJournal_0002,1805.06.20_Trewman'sExeterFlyingPost_0001
1805.06.22_Jackson'sOxfordJournal_0002,1805.06.22_CaledonianMercury_0002
1805.06.22_Jackson'sOxfordJournal_0004,1805.06.17_TheMorningChronicle_0002
1805.06.22_Jackson'sOxfordJournal_0004,1805.06.20_CaledonianMercury_0002
1805.06.22_TheIpswichJournal_0002,1805.06.22_CaledonianMercury_0003
1805.06.22_TheIpswichJournal_0004,1805.06.17_CaledonianMercury_0001
1805.06.22_TheIpswichJournal_0004,1805.06.18_TheHullPacket_0001
1805.06.22_TheNewcastleCourantetc_0002,1805.06.17_TheMorningChronicle_0002
1805.06.22_TheNewcastleCourantetc_0002,1805.06.20_CaledonianMercury_0002
1805.06.22_TheNewcastleCourantetc_0002,1805.06.22_Jackson'sOxfordJournal_0004
1805.06.25_TheHullPacket_0001,1805.06.17_HampshireTelegraphandSussexChronicleetc_0003
1805.06.25_TheHullPacket_0001,1805.06.17_TheMorningChronicle_0002
1805.06.25_TheHullPacket_0001,1805.06.20_CaledonianMercury_0002
1805.06.25_TheHullPacket_0001,1805.06.20_Trewman'sExeterFlyingPost_0001
1805.06.25_TheHullPacket_0001,1805.06.22_Jackson'sOxfordJournal_0002
1805.06.25_TheHullPacket_0001,1805.06.22_Jackson'sOxfordJournal_0004
1805.06.25_TheHullPacket_0001,1805.06.22_TheNewcastleCourantetc_0002
1805.06.25_TheHullPacket_0002,1805.06.22_CaledonianMercury_0003
1805.06.25_TheHullPacket_0002,1805.06.22_TheIpswichJournal_0002
1805.06.25_TheHullPacket_0003,1805.06.22_CaledonianMercury_0003
1805.06.25_TheHullPacket_0004,1805.06.20_TheDerbyMercury_0004
1805.06.27_CaledonianMercury_0002,1805.06.24_HampshireTelegraphandSussexChronicleetc_0003
1805.06.27_CaledonianMercury_0003,1805.06.25_TheMorningChronicle_0003
1805.06.27_TheDerbyMercury_0001,1805.06.25_TheHullPacket_0003
1805.06.27_TheDerbyMercury_0002,1805.06.27_CaledonianMercury_0003
1805.06.27_Trewman'sExeterFlyingPost_0001,1805.06.22_CaledonianMercury_0003
1805.06.27_Trewman'sExeterFlyingPost_0001,1805.06.25_TheHullPacket_0002
1805.06.29_Cobbett'sWeeklyPoliticalRegister_0009,1805.06.26_TheMorningChronicle_0003
1805.06.29_Jackson'sOxfordJournal_0002,1805.06.25_TheMorningChronicle_0003
1805.06.29_Jackson'sOxfordJournal_0002,1805.06.27_CaledonianMercury_0003
1805.06.29_Jackson'sOxfordJournal_0002,1805.06.29_CaledonianMercury_0002
1805.06.29_Jackson'sOxfordJournal_0004,1805.06.24_HampshireTelegraphandSussexChronicleetc_0003
1805.06.29_Jackson'sOxfordJournal_0004,1805.06.27_CaledonianMercury_0002
1805.06.29_TheIpswichJournal_0001,1805.06.29_Jackson'sOxfordJournal_0001
1805.06.29_TheIpswichJournal_0002,1805.06.29_Jackson'sOxfordJournal_0002
1805.06.29_TheNewcastleCourantetc_0002,1805.06.27_CaledonianMercury_0002
1805.07.01_CaledonianMercury_0002,1805.06.29_TheIpswichJournal_0002
1805.07.01_HampshireTelegraphandSussexChronicleetc_0004,1805.06.29_CaledonianMercury_0002
1805.07.01_TheHullPacket_0002,1805.06.29_CaledonianMercury_0003
1805.07.01_TheHullPacket_0004,1805.06.24_HampshireTelegraphandSussexChronicleetc_0003
1805.07.01_TheHullPacket_0004,1805.06.27_CaledonianMercury_0002
1805.07.01_TheHullPacket_0004,1805.06.29_CaledonianMercury_0002
1805.07.01_TheHullPacket_0004,1805.06.29_Jackson'sOxfordJournal_0002
1805.07.01_TheHullPacket_0004,1805.06.29_Jackson'sOxfordJournal_0004
1805.07.03_TheAberdeenJournal_0002,1805.06.24_HampshireTelegraphandSussexChronicleetc_0003
1805.07.03_TheAberdeenJournal_0002,1805.06.27_CaledonianMercury_0002
1805.07.03_TheAberdeenJournal_0002,1805.06.29_CaledonianMercury_0002
1805.07.03_TheAberdeenJournal_0002,1805.06.29_Jackson'sOxfordJournal_0002
1805.07.03_TheAberdeenJournal_0002,1805.06.29_Jackson'sOxfordJournal_0004
1805.07.03_TheAberdeenJournal_0002,1805.06.29_TheNewcastleCourantetc_0002
1805.07.03_TheAberdeenJournal_0003,1805.06.27_CaledonianMercury_0003
1805.07.03_TheAberdeenJournal_0003,1805.06.29_CaledonianMercury_0003
1805.07.04_Trewman'sExeterFlyingPost_0003,1805.06.18_TheHullPacket_0001
1805.07.04_Trewman'sExeterFlyingPost_0003,1805.06.22_TheIpswichJournal_0004
1805.07.06_Cobbett'sWeeklyPoliticalRegister_0016,1805.06.25_TheMorningChronicle_0003
1805.07.11_TheDerbyMercury_0001,1805.06.29_Jackson'sOxfordJournal_0001
1805.07.11_Trewman'sExeterFlyingPost_0003,1805.06.08_TheNewcastleCourantetc_0003
1805.07.27_Cobbett'sWeeklyPoliticalRegister_0013,1805.06.25_TheHullPacket_0001
1805.07.27_TheIpswichJournal_0004,1805.06.29_Jackson'sOxfordJournal_0002
1805.07.31_TheAberdeenJournal_0001,1805.06.24_CaledonianMercury_0004
1805.08.01_Trewman'sExeterFlyingPost_0003,1805.06.08_TheNewcastleCourantetc_0003
1805.08.07_TheAberdeenJournal_0002,1805.06.24_CaledonianMercury_0004
1805.08.07_TheAberdeenJournal_0004,1805.06.22_CaledonianMercury_0004
1805.08.22_Trewman'sExeterFlyingPost_0003,1805.06.08_TheNewcastleCourantetc_0003
1805.09.09_CaledonianMercury_0004,1805.06.08_TheNewcastleCourantetc_0003
1805.09.12_Trewman'sExeterFlyingPost_0003,1805.06.15_Jackson'sOxfordJournal_0004
1805.10.01_TheHullPacket_0001,1805.06.22_TheIpswichJournal_0004
1805.10.26_Jackson'sOxfordJournal_0004,1805.06.06_TheDerbyMercury_0001
1805.10.26_Jackson'sOxfordJournal_0004,1805.06.08_TheNewcastleCourantetc_0002
1805.10.26_Jackson'sOxfordJournal_0004,1805.06.12_TheAberdeenJournal_0002
1805.10.26_TheNewcastleCourantetc_0002,1805.06.06_TheDerbyMercury_0001
1805.10.29_TheHullPacket_0001,1805.06.12_TheAberdeenJournal_0002
1805.11.02_Jackson'sOxfordJournal_0004,1805.06.08_TheNewcastleCourantetc_0003
1805.11.14_Trewman'sExeterFlyingPost_0003,1805.06.08_TheNewcastleCourantetc_0003
1805.11.20_TheAberdeenJournal_0002,1805.06.04_TheHullPacket_0001
1805.11.20_TheAberdeenJournal_0002,1805.06.06_TheDerbyMercury_0001
1805.11.20_TheAberdeenJournal_0004,1805.06.22_CaledonianMercury_0004
1805.11.21_CaledonianMercury_0004,1805.06.05_TheAberdeenJournal_0001
1805.11.27_TheAberdeenJournal_0002,1805.06.22_CaledonianMercury_0004
1805.11.28_CaledonianMercury_0004,1805.06.05_TheAberdeenJournal_0001
1805.12.03_TheHullPacket_0004,1805.06.01_Jackson'sOxfordJournal_0004
1805.12.05_CaledonianMercury_0004,1805.06.05_TheAberdeenJournal_0001
1805.12.12_Trewman'sExeterFlyingPost_0003,1805.06.01_Jackson'sOxfordJournal_0004
1805.12.12_Trewman'sExeterFlyingPost_0003,1805.06.08_TheNewcastleCourantetc_0003
1805.12.21_Jackson'sOxfordJournal_0002,1805.06.13_Trewman'sExeterFlyingPost_0003
1805.12.21_Jackson'sOxfordJournal_0002,1805.06.18_TheHullPacket_0001
1805.12.28_Jackson'sOxfordJournal_0004,1805.06.20_TheDerbyMercury_0001
