1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0004,1802.02.01_CaledonianMercury_0002
1802.02.13_TheIpswichJournal_0002,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.13_TheIpswichJournal_0004,1802.02.13_CaledonianMercury_0003
1802.02.13_TheIpswichJournal_0004,1802.02.13_Jackson'sOxfordJournal_0004
1802.02.15_CaledonianMercury_0002,1802.02.06_Cobbett'sAnnualRegister_0007
1802.02.15_CaledonianMercury_0003,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.15_CaledonianMercury_0003,1802.02.13_TheIpswichJournal_0002
1802.02.15_Mottley'sTelegraphandPortsmouthGazette_0001,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0001
1802.02.15_Mottley'sTelegraphandPortsmouthGazette_0001,1802.02.11_Trewman'sExeterFlyingPost_0003
1802.02.15_Mottley'sTelegraphandPortsmouthGazette_0004,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.15_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0006
1802.02.15_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.04_TheMorningChronicle_0002
1802.02.17_TheAberdeenJournal_0002,1802.02.13_CaledonianMercury_0003
1802.02.17_TheAberdeenJournal_0003,1802.02.08_CaledonianMercury_0003
1802.02.17_TheAberdeenJournal_0003,1802.02.11_CaledonianMercury_0003
1802.02.17_TheAberdeenJournal_0003,1802.02.11_CaledonianMercury_0004
1802.02.17_TheAberdeenJournal_0003,1802.02.11_Trewman'sExeterFlyingPost_0001
1802.02.17_TheAberdeenJournal_0003,1802.02.13_Jackson'sOxfordJournal_0004
1802.02.18_TheDerbyMercury_0002,1802.02.15_TheMorningChronicle_0002
1802.02.18_Trewman'sExeterFlyingPost_0001,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.18_Trewman'sExeterFlyingPost_0001,1802.02.15_CaledonianMercury_0003
1802.02.18_Trewman'sExeterFlyingPost_0002,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.18_Trewman'sExeterFlyingPost_0002,1802.02.13_Jackson'sOxfordJournal_0004
1802.02.18_Trewman'sExeterFlyingPost_0002,1802.02.13_TheIpswichJournal_0002
1802.02.18_Trewman'sExeterFlyingPost_0003,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0001
1802.02.18_Trewman'sExeterFlyingPost_0003,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.20_CaledonianMercury_0003,1802.02.15_TheMorningChronicle_0002
1802.02.20_CaledonianMercury_0003,1802.02.18_TheDerbyMercury_0002
1802.02.20_Jackson'sOxfordJournal_0001,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0002
1802.02.20_Jackson'sOxfordJournal_0001,1802.02.03_TheAberdeenJournal_0003
1802.02.20_Jackson'sOxfordJournal_0001,1802.02.04_Trewman'sExeterFlyingPost_0003
1802.02.20_Jackson'sOxfordJournal_0001,1802.02.06_TheIpswichJournal_0001
1802.02.20_Jackson'sOxfordJournal_0001,1802.02.13_TheIpswichJournal_0001
1802.02.20_Jackson'sOxfordJournal_0002,1802.02.18_TheMorningChronicle_0003
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.15_TheMorningChronicle_0002
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.17_TheAberdeenJournal_0003
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.18_CaledonianMercury_0004
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.18_TheDerbyMercury_0002
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.18_Trewman'sExeterFlyingPost_0001
1802.02.20_Jackson'sOxfordJournal_0004,1802.02.20_CaledonianMercury_0003
1802.02.20_TheIpswichJournal_0001,1802.02.18_Trewman'sExeterFlyingPost_0001
1802.02.20_TheIpswichJournal_0002,1802.02.20_Jackson'sOxfordJournal_0002
1802.02.20_TheIpswichJournal_0004,1802.02.18_CaledonianMercury_0004
1802.02.20_TheIpswichJournal_0004,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.22_CaledonianMercury_0004,1802.02.03_TheMorningChronicle_0003
1802.02.22_CaledonianMercury_0004,1802.02.20_Jackson'sOxfordJournal_0002
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.13_TheIpswichJournal_0001
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.18_TheDerbyMercury_0002
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.20_CaledonianMercury_0003
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.20_Jackson'sOxfordJournal_0001
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0006,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0007,1802.02.17_TheMorningChronicle_0003
1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0007,1802.02.20_TheIpswichJournal_0002
1802.02.24_TheAberdeenJournal_0001,1802.02.18_CaledonianMercury_0001
1802.02.24_TheAberdeenJournal_0002,1802.02.18_CaledonianMercury_0004
1802.02.24_TheAberdeenJournal_0002,1802.02.20_CaledonianMercury_0003
1802.02.24_TheAberdeenJournal_0002,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.24_TheAberdeenJournal_0002,1802.02.20_TheIpswichJournal_0004
1802.02.24_TheAberdeenJournal_0003,1802.02.18_CaledonianMercury_0003
1802.02.24_TheAberdeenJournal_0003,1802.02.18_TheDerbyMercury_0002
1802.02.24_TheAberdeenJournal_0003,1802.02.20_CaledonianMercury_0003
1802.02.24_TheAberdeenJournal_0003,1802.02.20_Jackson'sOxfordJournal_0001
1802.02.24_TheAberdeenJournal_0003,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.25_CaledonianMercury_0001,1802.02.16_TheMorningChronicle_0001
1802.02.25_CaledonianMercury_0002,1802.02.20_Cobbett'sAnnualRegister_0005
1802.02.25_CaledonianMercury_0002,1802.02.22_TheMorningChronicle_0002
1802.02.25_TheDerbyMercury_0001,1802.02.04_Trewman'sExeterFlyingPost_0003
1802.02.25_TheDerbyMercury_0001,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.25_TheDerbyMercury_0001,1802.02.13_Jackson'sOxfordJournal_0002
1802.02.25_TheDerbyMercury_0001,1802.02.13_Jackson'sOxfordJournal_0003
1802.02.25_TheDerbyMercury_0001,1802.02.13_TheIpswichJournal_0001
1802.02.25_TheDerbyMercury_0001,1802.02.20_TheIpswichJournal_0001
1802.02.25_TheDerbyMercury_0002,1802.02.06_Jackson'sOxfordJournal_0004
1802.02.25_TheDerbyMercury_0002,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.25_TheDerbyMercury_0002,1802.02.22_TheMorningChronicle_0002
1802.02.25_TheDerbyMercury_0002,1802.02.25_CaledonianMercury_0002
1802.02.25_TheDerbyMercury_0003,1802.02.17_TheMorningChronicle_0003
1802.02.25_TheDerbyMercury_0003,1802.02.18_CaledonianMercury_0004
1802.02.25_TheDerbyMercury_0003,1802.02.20_Jackson'sOxfordJournal_0004
1802.02.25_TheDerbyMercury_0003,1802.02.20_TheIpswichJournal_0002
1802.02.25_TheDerbyMercury_0003,1802.02.20_TheIpswichJournal_0004
1802.02.25_TheDerbyMercury_0003,1802.02.22_CaledonianMercury_0002
1802.02.25_TheDerbyMercury_0003,1802.02.22_Mottley'sTelegraphandPortsmouthGazette_0007
1802.02.25_TheDerbyMercury_0003,1802.02.24_TheAberdeenJournal_0002
1802.02.25_Trewman'sExeterFlyingPost_0001,1802.02.20_Jackson'sOxfordJournal_0002
1802.02.25_Trewman'sExeterFlyingPost_0001,1802.02.25_TheDerbyMercury_0002
1802.02.25_Trewman'sExeterFlyingPost_0002,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0001
1802.02.27_CaledonianMercury_0002,1802.02.24_TheMorningChronicle_0001
1802.02.27_CaledonianMercury_0002,1802.02.24_TheMorningChronicle_0002
1802.02.27_CaledonianMercury_0002,1802.02.25_Trewman'sExeterFlyingPost_0004
1802.02.27_Jackson'sOxfordJournal_0001,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0002
1802.02.27_Jackson'sOxfordJournal_0001,1802.02.04_Trewman'sExeterFlyingPost_0003
1802.02.27_Jackson'sOxfordJournal_0001,1802.02.13_TheIpswichJournal_0001
1802.02.27_Jackson'sOxfordJournal_0001,1802.02.20_TheIpswichJournal_0001
1802.02.27_Jackson'sOxfordJournal_0001,1802.02.25_TheDerbyMercury_0001
1802.02.27_Jackson'sOxfordJournal_0002,1802.02.24_TheMorningChronicle_0001
1802.02.27_Jackson'sOxfordJournal_0002,1802.02.24_TheMorningChronicle_0002
1802.02.27_Jackson'sOxfordJournal_0002,1802.02.25_TheMorningChronicle_0002
1802.02.27_Jackson'sOxfordJournal_0002,1802.02.25_Trewman'sExeterFlyingPost_0004
1802.02.27_Jackson'sOxfordJournal_0002,1802.02.27_CaledonianMercury_0002
1802.02.27_Jackson'sOxfordJournal_0004,1802.02.22_TheMorningChronicle_0002
1802.02.27_Jackson'sOxfordJournal_0004,1802.02.25_CaledonianMercury_0002
1802.02.27_Jackson'sOxfordJournal_0004,1802.02.25_CaledonianMercury_0003
1802.02.27_Jackson'sOxfordJournal_0004,1802.02.25_TheDerbyMercury_0002
1802.02.27_Jackson'sOxfordJournal_0004,1802.02.25_TheDerbyMercury_0003
1802.02.27_TheIpswichJournal_0002,1802.02.24_TheMorningChronicle_0002
1802.02.27_TheIpswichJournal_0004,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.27_TheIpswichJournal_0004,1802.02.25_TheDerbyMercury_0001
1802.02.27_TheIpswichJournal_0004,1802.02.27_Jackson'sOxfordJournal_0001
1802.03.01_CaledonianMercury_0003,1802.02.26_TheMorningChronicle_0002
